timestamp,signal_strength,power_level,temperature,cpu_usage,latitude,longitude,communication_status,attack_type,severity,incident_id,command_source
2026-06-08 07:12:31.231571,87,88,31,39,24.801031,67.098104,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:12:36.239506,87,71,34,40,24.854757,67.084749,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-10,ATTACKER
2026-06-08 07:12:41.248280,92,86,30,30,24.829831,67.002811,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-11,ATTACKER
2026-06-08 07:12:46.256705,93,78,30,55,24.890872,67.018969,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:12:51.259997,100,89,20,38,24.845375,67.009232,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:12:56.263382,87,84,30,49,24.808419,67.013089,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:01.265929,88,80,29,58,24.889716,67.056484,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:06.270399,85,86,29,51,24.871997,67.047194,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:11.279689,85,71,30,42,24.853961,67.076443,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:16.290250,86,85,25,30,24.823047,67.033536,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:21.299811,99,83,35,42,24.870732,67.002226,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:26.308486,100,70,31,57,24.815025,67.028472,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-12,ATTACKER
2026-06-08 07:13:31.318499,94,77,33,59,24.881209,67.037504,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-13,ATTACKER
2026-06-08 07:13:36.321302,94,87,30,30,24.874642,67.053429,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:41.331813,86,81,21,59,24.859112,67.006653,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:46.341217,95,76,20,33,24.887387,67.00642,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:51.349748,85,75,34,42,24.842199,67.05224,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:13:56.352469,86,81,23,44,24.873634,67.050755,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:01.369549,86,72,21,43,24.844581,67.073518,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:06.388215,85,72,30,34,24.824885,67.08581,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:11.394341,94,72,33,38,24.819743,67.050769,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:16.403456,90,84,23,34,24.836764,67.011545,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:21.415385,98,71,25,60,24.820116,67.004435,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:26.417918,89,90,24,55,24.842366,67.087412,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:31.426642,89,72,25,47,24.868788,67.015328,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:36.430370,86,71,30,44,24.820058,67.04282,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:41.438826,21,81,31,50,24.885974,67.027342,DEGRADED,RF_JAMMING,HIGH,INC-14,AUTHORIZED
2026-06-08 07:14:46.446920,90,89,25,41,24.877723,67.047195,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:51.459982,92,79,29,33,24.853264,67.020917,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:14:56.468592,86,88,29,55,24.865022,67.007333,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-15,ATTACKER
2026-06-08 07:15:01.477912,98,81,23,54,24.889011,67.064672,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:06.492581,86,82,34,31,24.836964,67.035128,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:11.503343,85,82,27,53,24.826031,67.016593,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:16.509629,87,70,28,44,24.862403,67.026224,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:21.517940,100,80,24,32,24.865436,67.08226,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:26.520749,12,78,22,51,24.821436,67.052329,DEGRADED,RF_JAMMING,HIGH,INC-16,AUTHORIZED
2026-06-08 07:15:31.529551,91,83,28,56,24.896357,67.002003,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:36.540016,92,80,22,49,24.864861,67.052677,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:15:41.542394,90,74,23,49,44.791428,32.063616,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-17,AUTHORIZED
2026-06-08 07:15:46.551589,92,78,33,36,24.816137,67.005976,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-18,ATTACKER
2026-06-08 07:15:51.561538,9,88,25,56,24.800647,67.089071,DEGRADED,RF_JAMMING,HIGH,INC-19,AUTHORIZED
2026-06-08 07:15:56.569820,98,78,27,51,24.839986,67.039561,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:16:01.574972,90,88,23,38,24.801108,67.016945,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:27:55.892846,94,78,31,59,24.858035,67.081641,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:00.898334,85,85,31,33,24.844664,67.038454,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:05.907690,85,89,26,54,24.841018,67.056787,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:10.917005,92,81,35,36,24.877544,67.074192,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:15.925714,87,71,31,34,24.818788,67.042999,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:20.934760,88,87,25,46,24.804307,67.016712,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:25.937205,88,74,35,46,24.86618,67.042607,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:30.946207,97,90,24,32,24.866749,67.013434,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:35.949196,92,90,29,32,24.804736,67.004094,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:40.957320,94,74,21,53,43.345332,46.156836,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-1,AUTHORIZED
2026-06-08 07:28:45.967703,95,72,20,51,24.894121,67.085268,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:50.972891,98,76,34,58,24.839774,67.069821,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:28:55.977840,22,80,21,50,24.842245,67.009609,DEGRADED,RF_JAMMING,HIGH,INC-2,AUTHORIZED
2026-06-08 07:29:00.985189,88,71,31,41,24.836208,67.08756,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:05.994009,99,75,24,51,24.898188,67.013851,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:10.999151,90,72,26,30,24.858493,67.041947,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:16.007245,94,74,22,52,24.8287,67.032604,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:21.015786,88,82,22,38,24.892435,67.006554,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:26.024714,98,81,29,49,24.809575,67.056366,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-3,ATTACKER
2026-06-08 07:29:31.033132,92,88,29,35,24.859881,67.034205,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-4,ATTACKER
2026-06-08 07:29:36.042289,93,76,35,52,24.82505,67.047115,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:41.051064,89,85,32,55,24.889618,67.01884,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:46.055713,98,83,31,51,24.884084,67.082969,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:51.064231,96,70,29,36,24.862728,67.085837,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:29:56.072860,87,72,21,43,24.806034,67.035421,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-5,ATTACKER
2026-06-08 07:30:01.077675,25,76,20,37,24.828242,67.002396,DEGRADED,RF_JAMMING,HIGH,INC-6,AUTHORIZED
2026-06-08 07:30:06.082606,91,79,31,33,24.886991,67.01303,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-7,ATTACKER
2026-06-08 07:30:11.090988,89,87,33,40,24.870025,67.093122,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:30:16.095662,85,70,31,37,24.884813,67.090921,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:30:21.104443,96,75,33,42,55.191223,31.888187,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-8,AUTHORIZED
2026-06-08 07:30:26.109215,87,81,26,49,24.869802,67.004763,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-9,ATTACKER
2026-06-08 07:30:31.111778,88,86,29,58,24.822628,67.084448,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:30:36.119796,94,82,31,53,24.847187,67.068677,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:30:41.128367,99,74,31,41,24.831445,67.097574,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:30:46.136329,92,89,25,33,24.860753,67.023829,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:30:51.144684,14,84,34,45,24.869419,67.095134,DEGRADED,RF_JAMMING,HIGH,INC-10,AUTHORIZED
2026-06-08 07:30:56.153347,7,89,34,32,24.862193,67.075012,DEGRADED,RF_JAMMING,HIGH,INC-11,AUTHORIZED
2026-06-08 07:31:01.161810,88,71,28,42,24.899032,67.096528,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:06.169897,89,72,25,48,41.882365,33.988795,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-12,AUTHORIZED
2026-06-08 07:31:11.199556,98,81,24,36,24.875296,67.010845,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:16.235610,89,72,20,30,24.85185,67.020678,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:21.244156,88,88,31,37,24.853127,67.018352,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:26.247656,92,86,35,51,24.850349,67.028711,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:31.256249,97,73,26,34,24.831759,67.097963,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:36.264401,97,70,31,48,24.800872,67.070675,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-13,ATTACKER
2026-06-08 07:31:41.274444,91,83,35,44,44.255038,32.381375,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-14,AUTHORIZED
2026-06-08 07:31:46.282664,99,75,26,32,24.883587,67.080584,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:51.291644,88,83,28,49,24.826448,67.068676,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:31:56.300570,88,82,22,45,24.873421,67.01099,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:01.306501,89,70,33,45,50.162724,49.885124,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-15,AUTHORIZED
2026-06-08 07:32:06.314863,86,76,29,60,24.805795,67.042635,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:11.323406,92,85,22,44,24.839645,67.032613,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:16.332449,90,70,31,59,24.800673,67.034398,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:21.340763,86,84,25,37,24.803311,67.026305,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-16,ATTACKER
2026-06-08 07:32:26.346155,86,70,23,58,24.835964,67.071844,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:31.349191,90,71,27,59,24.859709,67.026457,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:36.356467,93,80,33,55,24.898845,67.078059,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:41.365478,88,80,28,57,24.817768,67.011377,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:46.375362,98,84,30,59,24.878741,67.062141,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:32:51.384227,91,75,20,59,24.80507,67.023149,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-17,ATTACKER
2026-06-08 07:32:56.393026,96,90,28,48,24.885773,67.068788,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:33:01.401608,97,72,25,34,24.808973,67.008602,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:33:06.410018,93,85,23,34,24.899273,67.092831,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:33:11.418447,100,83,23,57,24.886272,67.025271,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:06.075911,95,76,22,32,24.888464,67.051483,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-1,ATTACKER
2026-06-08 07:37:11.082287,8,77,34,35,24.889454,67.01335,DEGRADED,RF_JAMMING,HIGH,INC-2,AUTHORIZED
2026-06-08 07:37:16.085358,93,78,32,31,24.801546,67.076398,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:21.088786,23,90,26,56,24.838134,67.092321,DEGRADED,RF_JAMMING,HIGH,INC-3,AUTHORIZED
2026-06-08 07:37:26.091853,92,80,31,54,24.834929,67.05504,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:31.115547,91,70,22,38,24.820067,67.054037,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:36.161985,98,87,23,42,24.834954,67.090011,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:41.164845,25,71,20,38,24.863884,67.088217,DEGRADED,RF_JAMMING,HIGH,INC-4,AUTHORIZED
2026-06-08 07:37:46.167520,97,78,27,39,24.83905,67.06497,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:51.170489,92,86,32,47,24.84482,67.033802,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:37:56.174034,97,87,28,50,24.816124,67.061939,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:01.176960,92,84,30,39,24.862658,67.006833,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-5,ATTACKER
2026-06-08 07:38:06.179969,95,89,21,32,24.86722,67.081535,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:11.184373,88,82,20,49,24.8058,67.023172,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:16.188182,98,76,21,37,24.881693,67.057878,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:21.191664,94,73,21,52,54.699213,36.625346,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-6,AUTHORIZED
2026-06-08 07:38:26.194361,88,71,24,51,24.819171,67.081417,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:31.198979,95,77,34,34,24.843209,67.081102,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:36.201463,85,90,27,38,24.828344,67.012279,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:41.204497,91,71,28,58,45.471925,44.253614,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-7,AUTHORIZED
2026-06-08 07:38:46.207514,92,90,23,40,24.895319,67.093132,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-8,ATTACKER
2026-06-08 07:38:51.212981,93,87,35,46,24.815821,67.090194,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:38:56.221119,23,89,27,57,24.861244,67.096214,DEGRADED,RF_JAMMING,HIGH,INC-9,AUTHORIZED
2026-06-08 07:39:01.225669,98,72,22,36,24.87145,67.077147,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:06.230936,98,89,21,57,24.84403,67.07058,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:11.240963,16,74,35,38,24.842203,67.099499,DEGRADED,RF_JAMMING,HIGH,INC-10,AUTHORIZED
2026-06-08 07:39:16.249037,94,88,29,55,24.889416,67.072477,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:21.252714,93,76,32,58,24.872579,67.038651,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:26.262287,91,89,26,56,24.842759,67.088769,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-11,ATTACKER
2026-06-08 07:39:31.272014,88,86,20,52,24.87944,67.067236,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-12,ATTACKER
2026-06-08 07:39:36.283958,93,71,23,34,24.895837,67.07027,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:41.300663,97,77,35,46,24.805654,67.078458,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:46.309642,89,85,34,30,24.866947,67.006395,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:39:51.341171,96,85,34,53,49.936558,41.725731,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-13,AUTHORIZED
2026-06-08 07:39:56.350003,89,84,21,44,24.834935,67.056957,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:01.358901,92,83,27,55,24.847272,67.083497,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:06.362504,18,77,28,42,24.865526,67.059497,DEGRADED,RF_JAMMING,HIGH,INC-14,AUTHORIZED
2026-06-08 07:40:11.366622,94,79,23,36,24.829526,67.088686,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:16.371274,10,81,21,42,24.85562,67.035264,DEGRADED,RF_JAMMING,HIGH,INC-15,AUTHORIZED
2026-06-08 07:40:21.378429,89,73,21,58,24.893084,67.087869,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:26.387216,86,86,29,33,24.874609,67.033535,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:31.400315,92,83,22,47,24.865444,67.033905,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:36.409303,86,80,29,42,24.883526,67.058207,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:41.419248,86,82,32,34,41.35041,30.684301,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-16,AUTHORIZED
2026-06-08 07:40:46.428381,97,71,21,34,24.885502,67.064898,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:51.455758,91,82,34,41,24.833339,67.025112,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:40:56.465711,98,76,30,57,44.313903,41.76524,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-17,AUTHORIZED
2026-06-08 07:41:01.475390,92,71,34,47,24.816536,67.089328,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-18,ATTACKER
2026-06-08 07:41:06.487412,95,90,33,53,24.880335,67.083161,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:41:11.490446,22,70,26,46,24.853442,67.003454,DEGRADED,RF_JAMMING,HIGH,INC-19,AUTHORIZED
2026-06-08 07:41:16.495697,88,89,26,36,24.833816,67.02735,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:41:21.502768,98,72,22,38,24.894693,67.095997,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:41:26.514459,88,90,21,55,49.416678,34.162566,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-20,AUTHORIZED
2026-06-08 07:41:31.519984,95,84,22,35,56.415157,40.326992,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-21,AUTHORIZED
2026-06-08 07:41:36.528594,97,81,31,39,24.813896,67.03068,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-22,ATTACKER
2026-06-08 07:41:41.533882,87,70,34,52,24.868432,67.051747,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:41:46.542707,91,78,26,48,24.810329,67.005777,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:41:51.554074,85,74,20,45,24.802501,67.020141,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:41:56.564958,88,88,29,50,24.826501,67.035471,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-23,ATTACKER
2026-06-08 07:42:01.567420,97,78,25,58,24.851337,67.059677,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:42:06.579598,87,77,35,46,24.825568,67.084519,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:42:11.592585,13,79,26,30,24.809573,67.064692,DEGRADED,RF_JAMMING,HIGH,INC-24,AUTHORIZED
2026-06-08 07:42:16.603238,14,88,31,57,24.857609,67.079146,DEGRADED,RF_JAMMING,HIGH,INC-25,AUTHORIZED
2026-06-08 07:42:21.606085,94,76,20,44,24.823055,67.009543,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:42:26.610054,11,75,21,48,24.856468,67.052041,DEGRADED,RF_JAMMING,HIGH,INC-26,AUTHORIZED
2026-06-08 07:42:31.615804,99,71,22,37,24.826544,67.035351,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:42:36.622482,96,77,20,49,24.852353,67.059778,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:42:41.627921,90,87,33,36,24.840681,67.014067,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 07:42:46.631888,22,86,24,36,24.895844,67.008565,DEGRADED,RF_JAMMING,HIGH,INC-27,AUTHORIZED
2026-06-08 07:42:51.640173,92,76,21,49,24.811072,67.045652,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-28,ATTACKER
2026-06-08 07:42:56.649683,86,77,26,47,56.128674,37.586041,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-29,AUTHORIZED
2026-06-08 07:43:01.660211,91,87,26,56,45.421377,30.078647,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-30,AUTHORIZED
